common_name,sci_name,sci_name_cite,distribution,distribution_cite,tree_rad_low,tree_rad_low_cite,tree_rad_high,tree_rad_high_cite,density,density_cite,janka_hardness,janka_hardness_cite,rupture_modulus,rupture_modulus_cite,elastic_modulus,elastic_modulus_cite,crushing_strength,crushing_strength_cite,shrink_rad,shrink_rad_cite,shrink_tan,shrink_tan_cite,shrink_volumetric,shrink_volumetric_cite,rot_resistance,rot_resistance_cite,workability,workability_cite,common_uses,common_uses_cite,primary_sources,primary_sources_cite,archaeological_sources,archaeological_sources_cite,shapefile,shapefile_cite,secondary_sources,secondary_sources_cite,notes,notes_cite,tree_height_low,tree_height_low_cite,tree_height_high,tree_height_high_cite,image,image_cite
" bloodwood, satine",brosimum rubescens (syn. b. paraense),1,tropical south america,1,1.2,1,2.1,1,1050,1,12900,1,174.4,1,20.78,1,98.7,1,4.6,1,7,1,11.7,1," reported to be very durable, and resistant to most insect attacks.",1,"bloodwood is extremely dense, and has a pronounced blunting effect on cutters. the wood tends to be brittle and can splinter easily while being worked. those persistent enough to bear with the difficulties of working with bloodwood to the finishing stage are rewarded with an exceptional and lustrous red surface.",1,"carvings, trim, inlays, furniture, guitars, knife handles, and turned objects.",1,,,,,,,,,,,25,1,45,1,,
red bloodwood,corymbia gummifera,1,coastal areas of eastern australia,1,1,1,1.2,1,865,1,10910,1,99.1,1,12.83,1,58.5,1,3,1,6,1,9,1,,1,,1,,1,,,,,,,,,,,20,1,30,1,,
blue mahoe,talipariti elatum (syn. hibiscus elatus),1,native to cuba and jamaica; widely planted throughout thecaribbean,1,0.3,1,0.6,1,755,1,6320,1,0,1,0,1,0,1,2.1,1,4.9,1,7.1,1,reports range from moderately durable to very durable regarding decay resistance. also reported to be resistant to insect attacks.,1,"overall easy to work with both hand and machine tools. turns, glues, and finishes well.",1," cabinetry, furniture,turnedobjects, carvings, musicalinstruments, inlay, marquetry, and interior trim.",1,,,,,,,,,,,18,1,21,1,,
bocote,cordia spp.,1,mexico and central/south america,1,1,1,1.5,1,855,1,8950,1,114.4,1,12.19,1,59.4,1,4,1,7.4,1,11.6,1,heartwood is rated from moderately durable to very durable depending on the species; it is susceptible to insect attack.,1,"some species may contain silica that will dull cutters. on the whole, bocote is easily worked and machined with good results. although bocote has a fairly high amount of natural oils present, gluing is usually problem-free. (see the article on gluing oily tropical hardwoods for more information.) bocote also turns and finishes well.",1," fine furniture, cabinetry, flooring, veneer, boatbuilding, musical instruments, gunstocks, turned objects, and other small specialty wood items.",1,,,,,,,,,,,20,1,30,1,,
bois de rose," dalbergia maritima, dalbergialouvelii",1,madagascar,1,0.3,1,0.6,1,930,1,11570,1,0,1,0,1,0,1,4,1,6.7,1,10.8,1," no data available; being a dense rosewood, it is presumably very durable.",1,"bois de rose is an excellent turning wood. turns and finishes well, and takes a high natural polish.",1," musical instruments, inlay, fine furniture, carving, turned objects, and other small specialty wood items.",1,,,,,,,,,,,12,1,20,1,,
" bosse, guarea",guarea spp. (g. cedrata and g. thompsonii),1,west and central africa,1,0.9,1,1.2,1,600,1,4190,1,103.2,1,10.91,1,54.5,1,4.4,1,6.7,1,11.2,1,heartwood ranges from moderately durable to very durable regarding decayresistance. bosse also has fair resistance against insect attacks and has good weatheringcharacteristics.,1,"results may vary depending upon the grain of the wood interlocked and/or quartersawn pieces can pose a difficulty planing, with tearout being common. silica is present in this wood, causing cutting edges to blunt and dull at an increased rate. glues, turns, and finishes well.",1," veneer, furniture, cabinetry, inlay, flooring, boatbuilding, and turned objects.",1,,,,,,,,,,,30,1,46,1,,
" box elder, boxelder maple, manitoba maple, ash-leaved maple",acer negundo,1,north america (most commonly in central and eastern united states),1,0.3,1,0.6,1,485,1,3200,1,55.2,1,7.24,1,34.1,1,3.9,1,7.4,1,14.8,1," poor durability, rated as non-durable to perishable. heartwood is subject to heart rot and insect attack.",1,"easy to work with both hand and machine tools. turns, glues, and finishes well.",1,"turned objects, small ornamental objects, wood pulp, charcoal, boxes, and crates.",1,,,,,,,,,,,10,1,25,1,,
"grey box, white box",eucalyptusmoluccana (syn. e. hemiphloia),1,australia,1,1,1,1.5,1,1120,1,14710,1,151.8,1,18.01,1,78.2,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,30,1,50,1,,
yellow box,eucalyptus melliodora,1,eastern australia,1,0.6,1,1,1,1075,1,13000,1,122,1,14,1,68,1,5.3,1,10.5,1,15.9,1,no data available.,1,no data available.,1,"turned objects, knife and gun grips, and small specialty objects.",1,,,,,,,,,,,20,1,30,1,,
" boxwood, common box, european box",buxus sempervirens,1," europe, northwest africa, and southwest asia",1,0.12,1,0.2,1,975,1,12610,1,144.5,1,17.2,1,68.6,1,6.2,1,9.8,1,15.8,1," heartwood is rated as durable, though it can become stained with dark streaks due to fungal attack. occasionally susceptible to insect attack.",1,"boxwood tends to be somewhat difficult to work in flat dimensions, though it is superbly suited for turning. tearout can occur on pieces with irregular grain during planing and other machining operations. boxwood has a slight blunting effect on cutters.",1," boxwood is well-suited for carving and turning, and the tree's diminutive size restricts it to smaller projects. some common uses for boxwood include carvings, chess pieces, musical instruments (flutes, recorders, woodwinds, etc.), rulers, handles, turned objects, and other small specialty items.",1,Strab. 12.3.10,,,,,,,,,,3,1,8,1,,
"castelo boxwood, ivorywood, palo blanco",calycophyllummultiflorum,1,south america,1,0.3,1,0.6,1,815,1,8050,1,92.8,1,0,1,54.1,1,4,1,7.4,1,11,1,mixed reports depending on type of decay fungi; usually rated as moderately durable. excellent resistance to marine borers.,1,"overall working properties are fair, though dry wood is reported to have a high cutting resistance. castelo boxwood turns, glues, and finishes well.",1," archery bows, carvings, inlay and turned objects.",1,,,,,,,,,,,6,1,9,1,,
" brazilwood, pernambuco",caesalpinia echinata (syn.guilandina echinata),1,brazil,1,0.6,1,1,1,980,1,12540,1,179.4,1,17.55,1,0,1,5.1,1,8.1,1,13.3,1,brazilwood is rated as very durable regarding decay resistance.,1,"despite its high density, brazilwood is reported to have good workability, responding well to machining and shaping operations.",1," stringed instrument bows (violin, viola, cello, etc.), veneers, inlay, carvings, and turned objects.",1,,,,,,,,,,,9,1,15,1,,
briar (burl typesplateaux and ebauchon),erica arborea,1,europe (mediterraneanregion),1,0.3,1,0.5,1,910,1,9300,1,49.1,1,0,1,58.9,1,6.1,1,8.5,1,15.6,1,no data available.,1,no data available.,1," tobacco pipes, knife handles, and other smallspecialtywood items.",1,,,,,,,,,,,2.5,1,4,1,,
"brownheart, wacapou",vouacapoua americana,1,northeastern south america,1,0.6,1,1,1,925,1,8370,1,150.5,1,17.83,1,79.9,1,4.6,1,6.7,1,11.9,1,rated as very durable; good insect resistance.,1,"moderately difficult to work on account of its density. tends to blunt cutters. turns, glues, and finishes well.",1," flooring, heavy construction, turned objects, furniture, and cabinetry.",1,,,,,,,,,,,20,1,30,1,,
" bubinga, kevazingo"," guibourtia spp. (g. demeusei, g. pellegriniana, g. tessmannii, etc.)",1,equatorial africa,1,1,1,2,1,890,1,10720,1,168.3,1,18.41,1,75.8,1,6,1,8.2,1,13.9,1,ranges from moderately durable to very durable depending upon the the species. bubinga is also reported to be resistant to termite and marine borer attack.,1,"easy to work overall, though depending upon the species bubinga can have silica present, which can prematurely dull cutting edges. also, on pieces with figured or interlocking grain, tearout can occur during planing or other machining operations. gluing can occasionally be problematic due to bubinga's high density and natural oils. turns and finishes well.",1," veneer, inlays, fine furniture, cabinetry, turnings, and other specialty items. since bubinga trees can grow so large, natural-edge slabs of the wood have also been used in tabletops and other specialized projects.",1,,,,,,,,,,,40,1,45,1,,
" buckeye, ohio buckeye, yellow buckeye",aesculus spp. (a. flava and a. glabra),1,eastern united states,1,0.5,1,0.6,1,400,1,1560,1,51.7,1,8.07,1,28.8,1,3.6,1,8.1,1,12.5,1," buckeye has poor decay resistance, and is rated as non-durable to perishable.",1,"buckeye is generally easy to work, but its unusually low density can lead to fuzzy surfaces, similar to aspen or cottonwood. responds poorly to steam bending.glues and finishes well.",1," furniture, utility wood, boxes/crates, pulpwood; while the burl sections are used for electric guitar tops, pen blanks, and other small,specialtyturned objects.",1,,,,,,,,,,,15,1,23,1,,
buckthorn," rhamnus spp. (rhamnus cathartica, r. purshiana, etc.)",1," widespread throughout europe, north america, asia, and northern africa",1,0.15,1,0.2,1,605,1,4630,1,60,1,6.62,1,41.9,1,3.2,1,4.6,1,7.6,1,no data available.,1,"easy to work, though significant end-checking can occur if not dried properly. buckthorn's working characteristics are reminiscent of cherry, and it turns, glues, and finishes well.",1," posts, turned objects, carvings, and other small wooden specialty items.",1,,,,,,,,,,,5,1,10,1,,
" bulletwood, massaranduba",manilkara bidentata,1,"caribbean, central and south america",1,0.6,1,1.2,1,1080,1,13920,1,192.2,1,23.06,1,89.2,1,6.7,1,9.4,1,16.8,1," rated as very durable, with good resistance to most insect attack. susceptible to marine borers.",1,"despite its high density, bulletwood generally produces good results with both hand and machine tools, though it does exhibit an above-average dulling effect on cutters. responds well to steam-bending. can pose challenges in gluing due to high density and oil content.",1," heavy construction (within its natural range), decking, flooring, boatbuilding, bent parts, and turned objects.",1,,,,,,,,,,,30,1,46,1,,
"australian buloke, bulloak",allocasuarina luehmannii,1,eastern australia,1,0.3,1,0.6,1,1110,1,22510,1,0,1,0,1,0,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,9,1,15,1,,
" butternut, white walnut",juglans cinerea,1,eastern united states,1,0.6,1,1,1,435,1,2180,1,55.9,1,8.14,1,35.2,1,3.4,1,6.4,1,10.6,1,decay resistance is rated as moderately durable to non-durable.; also susceptible to insect attack.,1,"butternut is easily worked with both hand and machine tools. however, being so soft, butternut has a tendency to leave some fuzzy surfaces after planing or sanding, and sharp cutters and fine-grit sandpaper is recommended. butternut glues, stains, and finishes well.",1," veneer, carving, furniture, interior trim, boxes, and crates.",1,,,,,,,,,,,20,1,30,1,,
"camelthorn, giraffe thorn",vachellia erioloba (syn. acaciaerioloba),1,southern africa,1,0.3,1,0.6,1,1185,1,16370,1,0,1,0,1,0,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,9,1,15,1,,
" camphor, camphor laurel",cinnamomum camphora,1," native to southeast asia, widely planted throughout tropical and subtropical regions worldwide",1,0.6,1,1.2,1,520,1,4440,1,80.5,1,11.56,1,40.1,1,3.1,1,5.4,1,8.7,1," rated as durable, with mixed resistance to various insect attacks.",1,"camphor's moderate density makes it easy to shape and machine with minimal effort. areas of interlocked grain may cause tearout issues, but complications are usually minimal. glues and finishes well.",1," veneer, turned objects, chests, cabinetry, and furniture.",1,,,,,,,,,,,20,1,30,1,,
" canarywood, canary",centrolobium spp.,1,south america (from panama down to southern brazil),1,0.6,1,1,1,830,1,6750,1,131.6,1,14.93,1,67.2,1,2.4,1,5.6,1,8.4,1," rated as very durable in regard to decay resistance, as well as being resistant to termite and marine borer attack.",1,"easy to work with both hand and machine tools, though some tearout can occur during planing on pieces with wild or irregular grain. good dimensional stability. turns, glues and finishes well.",1," construction lumber, railroad crossties, flooring, veneers, boatbuilding, furniture, cabinetry, and turned items.",1,,,,,,,,,,,20,1,30,1,,
" itin, caranda",prosopis kuntzei,1,gran chaco region of south america,1,0.3,1,0.6,1,1275,1,14220,1,153.8,1,17.38,1,87.6,1,5.5,1,6.8,1,14,1,itin is considered durable to very durable regarding decay resistance.,1,"itin can be more difficult to work than other species of mesquite in the prosopis genus on account of its high density, but overall, it is manageable. glues, turns, and finishes well.",1," flooring, firewood, turned objects, cabinetry, furniture, carvings, and other small specialty wood items.",1,,,,,,,,,,,6,1,11,1,,
catalpa,catalpa spp. (c. speciosa and c.bignonioides),1," native to eastern united states, butnaturalizedthroughoutnorth america",1,0.6,1,1.2,1,460,1,2450,1,64.8,1,8.35,1,18.9,1,2.5,1,4.9,1,7.3,1," catalpa is rated as being durable regarding decay resistance, and holds up well in direct ground contact.",1,"generally easy to work with hand and machine tools, though care must be taken during sanding to avoid creating indents and ridges where the lighter latewood areas tend to sand more readily than the earlywood portions. (using a rigid-backed sanding block is recommended.) turns, glues, and finishes well, though pore-filling is necessary to obtain a smooth finished surface.",1," fence posts, utility wood, cabinetry, and carving.",1,,,,,,,,,,,15,1,30,1,,
" cebil, curupay",anadenanthera colubrina (syn.anadenanthera macrocarpa),1," argentina, brazil, and paraguay",1,0.6,1,1,1,1025,1,16150,1,193.2,1,18.04,1,94.4,1,4.6,1,7.6,1,12,1," rated as verydurable. resistant to termites, though more susceptible to other insect attacks.",1,generally hard to work with on account of its irregular grain and high density. cebil also has a pronounced blunting effect on cutters. turns well.,1," flooring, exterior construction, furniture, and turned objects.",1,,,,,,,,,,,20,1,25,1,,
" alaskan yellow cedar, nootka cypress",cupressus nootkatensis*,1,northwest coast of north america,1,1.2,1,1.8,1,495,1,2580,1,76.6,1,9.79,1,43.5,1,2.8,1,6,1,9.2,1," reported to be durable to very durable regarding decay resistance, and alsoresistantto most insect attacks.",1,"easy to work with both hand and machine tools, though pieces with wavy grain may produce tearout during planing. holds paint well. stains, glues, and finishes well.",1," carving,boatbuilding, siding, flooring, decking, outdoor furniture,musical instruments (flutes, soundboards on guitars), boxes and chests, and various utility/constructionapplications.",1,,,,,,,,,,,30,1,37,1,,
